target,ret,risk
-0.12885662406124623,0.158504528459888,0.09532816871787513
-0.1053704579647223,0.158504528459888,0.09532816871787513
-0.08188429186819836,0.158504528459888,0.09532816871787513
-0.058398125771674414,0.158504528459888,0.09532816871787513
-0.034911959675150483,0.158504528459888,0.09532816871787513
-0.011425793578626553,0.158504528459888,0.09532816871787513
0.012060372517897405,0.158504528459888,0.09532816871787513
0.035546538614421336,0.158504528459888,0.09532816871787513
0.059032704710945266,0.158504528459888,0.09532816871787513
0.0825188708074692,0.158504528459888,0.09532816871787513
0.10600503690399313,0.158504528459888,0.09532816871787513
0.12949120300051706,0.158504528459888,0.09532816871787513
0.15297736909704104,0.158504528459888,0.09532816871787513
0.17646353519356497,0.17646353519356506,0.09558998152419956
0.1999497012900889,0.1999497012900889,0.09658885767101691
0.22343586738661284,0.2234358673866128,0.09824708127128737
0.24692203348313677,0.24692203348313677,0.10054366896508084
0.27040819957966067,0.2704081995796607,0.10354522341469702
0.29389436567618465,0.2938943656761846,0.10724962018683158
0.31738053177270853,0.31738053177270853,0.11175161207644217
0.3408666978692325,0.34086669786923235,0.11707977031519466
0.3643528639657565,0.36435286396575634,0.12328774995087198
0.3878390300622804,0.3878390300622803,0.13047865310631362
0.41132519615880436,0.41132519615880436,0.1385203618584411
0.43481136225532835,0.4348113622553284,0.14730270159669712
0.4582975283518522,0.45829752835185217,0.1567833681068632
0.4817836944483762,0.48178369444837615,0.16690782977305205
0.5052698605449001,0.5052698605449,0.17757948621750944
0.5287560266414241,0.5287560266414241,0.18872643560368985
0.552242192737948,0.5522421927379478,0.20031033349116048
0.5757283588344719,0.5757283588344718,0.21228176024781834
0.5992145249309958,0.5992145249309956,0.22458960407872383
0.6227006910275198,0.6227006910275196,0.23722086018948427
0.6461868571240438,0.6461868571240437,0.2501783146995794
0.6696730232205677,0.6696730232205674,0.26354966568220695
0.6931591893170916,0.6931591893170912,0.27759944506694667
0.7166453554136155,0.7166453554136156,0.2932196814358516
0.7401315215101395,0.7401315215101395,0.31019065769887316
0.7636176876066634,0.7636176876066634,0.328824101647615
0.7871038537031874,0.7871038537031876,0.3495434243010988
0.8105900197997112,0.8105900197997111,0.3719723848535165
0.8340761858962352,0.8340761858962351,0.3958204626958866
0.8575623519927592,0.8575623519927587,0.4208587220496932
0.8810485180892832,0.8810485180892837,0.44707941397530393
0.904534684185807,0.9045346841858068,0.4742801459951941
0.928020850282331,0.9280208502823312,0.5021963618932631
