target,ret,risk
-0.1502623663254703,0.13950652572298383,0.10950001760852002
-0.13238566909193192,0.13950652572298383,0.10950001760852002
-0.11450897185839354,0.13950652572298383,0.10950001760852002
-0.09663227462485516,0.13950652572298383,0.10950001760852002
-0.07875557739131678,0.13950652572298383,0.10950001760852002
-0.0608788801577784,0.13950652572298383,0.10950001760852002
-0.04300218292424002,0.13950652572298383,0.10950001760852002
-0.025125485690701638,0.13950652572298383,0.10950001760852002
-0.007248788457163258,0.13950652572298383,0.10950001760852002
0.010627908776375122,0.13950652572298383,0.10950001760852002
0.028504606009913502,0.13950652572298383,0.10950001760852002
0.04638130324345188,0.13950652572298383,0.10950001760852002
0.06425800047699026,0.13950652572298383,0.10950001760852002
0.08213469771052864,0.13950652572298383,0.10950001760852002
0.10001139494406702,0.13950652572298383,0.10950001760852002
0.11788809217760543,0.13950652572298383,0.10950001760852002
0.13576478941114378,0.13950652572298383,0.10950001760852002
0.15364148664468213,0.1536414866446821,0.10973929788891755
0.17151818387822054,0.17151818387822057,0.11053990398392383
0.18939488111175895,0.189394881111759,0.11191467514436561
0.2072715783452973,0.20727157834529733,0.11388195700880685
0.22514827557883565,0.22514827557883574,0.11641528967742688
0.24302497281237406,0.24302497281237415,0.11970644091300874
0.26090167004591247,0.2609016700459125,0.12373753334117284
0.2787783672794508,0.27877836727945093,0.1285059547382607
0.2966550645129892,0.29665506451298923,0.13397160213655057
0.3145317617465276,0.3145317617465275,0.1401633637930195
0.332408458980066,0.3324084589800661,0.1470657217159561
0.35028515621360434,0.3502851562136044,0.1547633633597632
0.3681618534471427,0.3681618534471427,0.16325410082591185
0.38603855068068116,0.38603855068068116,0.17241459013314914
0.4039152479142195,0.4039152479142195,0.18230413621001373
0.42179194514775786,0.421791945147758,0.1929467944621613
0.4396686423812962,0.43966864238129616,0.20432549404124942
0.45754533961483457,0.4575453396148346,0.21637431238132163
0.47542203684837303,0.475422036848373,0.22913343273664052
0.4932987340819114,0.4932987340819113,0.2430651147291397
0.5111754313154497,0.5111754313154498,0.26020056502224315
0.5290521285489882,0.5290521285489886,0.2802045482051328
0.5469288257825266,0.5469288257825266,0.3029377792829579
0.5648055230160649,0.5648055230160651,0.3282841243970821
0.5826822202496033,0.5826822202496034,0.35763176784842876
0.6005589174831416,0.6005589174831418,0.39076723286501225
0.6184356147166801,0.6184356147166801,0.4268092232495871
0.6363123119502184,0.6363123119502186,0.465082497718637
0.6541890091837568,0.654189009183757,0.5054634049026482
